Iter  Part  GoF  Model_Output  
38  22   1.8590361E-01   1.8590361E-01  
38  23   1.8590361E-01   1.8590361E-01  
38  24   1.8619739E-01   1.8619739E-01  
38  25   1.8619739E-01   1.8619739E-01  
38  26   1.8590361E-01   1.8590361E-01  
38  27   1.8590361E-01   1.8590361E-01  
38  28   1.8590361E-01   1.8590361E-01  
38  29   1.8590361E-01   1.8590361E-01  
38  30   1.8590361E-01   1.8590361E-01  
38  31   1.8590361E-01   1.8590361E-01  
38  32   1.8590361E-01   1.8590361E-01  
38  33   1.8590361E-01   1.8590361E-01  
38  34   1.8590361E-01   1.8590361E-01  
38  35   1.8590361E-01   1.8590361E-01  
38  36   1.8619739E-01   1.8619739E-01  
38  37   1.9802938E-01   1.9802938E-01  
38  38   1.8590361E-01   1.8590361E-01  
38  39   1.8590361E-01   1.8590361E-01  
38  40   1.8590361E-01   1.8590361E-01  
6  1   1.6646470E-01   1.6646470E-01  
6  2   2.4553951E-01   2.4553951E-01  
6  3   2.3638193E-01   2.3638193E-01  
6  4   2.4942385E-01   2.4942385E-01  
6  5   1.8649886E-01   1.8649886E-01  
6  6   1.0000000E+10   1.0000000E+10  
6  7   2.4790654E-01   2.4790654E-01  
6  8   1.0000000E+10   1.0000000E+10  
6  9   1.9903169E-01   1.9903169E-01  
6  10   1.0000000E+10   1.0000000E+10  
6  11   1.0000000E+10   1.0000000E+10  
6  12   2.8957140E-01   2.8957140E-01  
6  13   1.9662427E-01   1.9662427E-01  
6  14   1.0000000E+10   1.0000000E+10  
6  15   1.0000000E+10   1.0000000E+10  
6  16   1.6725297E-01   1.6725297E-01  
6  17   1.0000000E+10   1.0000000E+10  
6  18   1.0000000E+10   1.0000000E+10  
6  19   1.0000000E+10   1.0000000E+10  
6  20   1.0000000E+10   1.0000000E+10  
6  21   1.0000000E+10   1.0000000E+10  
6  22   1.5830107E-01   1.5830107E-01  
6  23   1.0000000E+10   1.0000000E+10  
6  24   1.0000000E+10   1.0000000E+10  
6  25   2.4237169E-01   2.4237169E-01  
6  26   1.6655589E-01   1.6655589E-01  
6  27   1.0000000E+10   1.0000000E+10  
6  28   1.0000000E+10   1.0000000E+10  
6  29   1.9445602E-01   1.9445602E-01  
6  30   2.5139655E-01   2.5139655E-01  
6  31   1.0000000E+10   1.0000000E+10  
6  32   1.9785833E-01   1.9785833E-01  
6  33   2.4349373E-01   2.4349373E-01  
6  34   1.0000000E+10   1.0000000E+10  
6  35   1.8115727E-01   1.8115727E-01  
6  36   1.5573317E-01   1.5573317E-01  
6  37   1.0000000E+10   1.0000000E+10  
6  38   2.5660907E-01   2.5660907E-01  
6  39   1.5701479E-01   1.5701479E-01  
6  40   1.9045062E-01   1.9045062E-01  
2  1   1.0000000E+10   1.0000000E+10  
2  2   1.0000000E+10   1.0000000E+10  
2  3   1.0000000E+10   1.0000000E+10  
2  4   1.0000000E+10   1.0000000E+10  
2  5   1.0000000E+10   1.0000000E+10  
2  6   1.0000000E+10   1.0000000E+10  
2  7   1.0000000E+10   1.0000000E+10  
2  8   1.0000000E+10   1.0000000E+10  
2  9   1.0000000E+10   1.0000000E+10  
2  10   1.0000000E+10   1.0000000E+10  
2  11   1.0000000E+10   1.0000000E+10  
2  12   1.0000000E+10   1.0000000E+10  
2  13   1.0000000E+10   1.0000000E+10  
2  14   1.0000000E+10   1.0000000E+10  
2  15   1.0000000E+10   1.0000000E+10  
2  16   1.0000000E+10   1.0000000E+10  
2  17   1.0000000E+10   1.0000000E+10  
2  18   1.0000000E+10   1.0000000E+10  
2  19   5.7784151E-02   5.7784151E-02  
2  20   1.0000000E+10   1.0000000E+10  
2  21   1.0000000E+10   1.0000000E+10  
2  22   1.0000000E+10   1.0000000E+10  
2  23   1.0000000E+10   1.0000000E+10  
2  24   1.0000000E+10   1.0000000E+10  
2  25   1.0000000E+10   1.0000000E+10  
2  26   1.0000000E+10   1.0000000E+10  
2  27   1.0000000E+10   1.0000000E+10  
2  28   1.0000000E+10   1.0000000E+10  
2  29   1.0000000E+10   1.0000000E+10  
2  30   1.0000000E+10   1.0000000E+10  
2  31   1.0000000E+10   1.0000000E+10  
2  32   1.0000000E+10   1.0000000E+10  
2  33   1.0000000E+10   1.0000000E+10  
2  34   1.0000000E+10   1.0000000E+10  
2  35   1.3788214E-01   1.3788214E-01  
2  36   1.0000000E+10   1.0000000E+10  
2  37   1.0000000E+10   1.0000000E+10  
2  38   1.0000000E+10   1.0000000E+10  
2  39   1.0000000E+10   1.0000000E+10  
2  40   1.0000000E+10   1.0000000E+10  
39  1   1.8619739E-01   1.8619739E-01  
39  2   1.8590361E-01   1.8590361E-01  
39  3   1.8590361E-01   1.8590361E-01  
39  4   1.8590361E-01   1.8590361E-01  
39  5   1.8590361E-01   1.8590361E-01  
39  6   1.8590361E-01   1.8590361E-01  
39  7   1.8590361E-01   1.8590361E-01  
39  8   1.8590361E-01   1.8590361E-01  
39  9   1.8590361E-01   1.8590361E-01  
39  10   1.8619739E-01   1.8619739E-01  
39  11   1.8590361E-01   1.8590361E-01  
39  12   1.8590361E-01   1.8590361E-01  
39  13   1.8590361E-01   1.8590361E-01  
39  14   1.8590361E-01   1.8590361E-01  
39  15   1.8590361E-01   1.8590361E-01  
39  16   1.8590361E-01   1.8590361E-01  
39  17   1.8590361E-01   1.8590361E-01  
39  18   1.8590361E-01   1.8590361E-01  
39  19   1.8619739E-01   1.8619739E-01  
39  20   1.8590361E-01   1.8590361E-01  
39  21   1.8590361E-01   1.8590361E-01  
39  22   1.8590361E-01   1.8590361E-01  
39  23   1.8590361E-01   1.8590361E-01  
39  24   1.8619739E-01   1.8619739E-01  
39  25   1.8590361E-01   1.8590361E-01  
39  26   1.8590361E-01   1.8590361E-01  
39  27   1.8590361E-01   1.8590361E-01  
39  28   1.8590361E-01   1.8590361E-01  
39  29   1.8590361E-01   1.8590361E-01  
39  30   1.8590361E-01   1.8590361E-01  
39  31   1.8590361E-01   1.8590361E-01  
39  32   1.8590361E-01   1.8590361E-01  
39  33   1.8590361E-01   1.8590361E-01  
39  34   1.8590361E-01   1.8590361E-01  
39  35   1.8590361E-01   1.8590361E-01  
39  36   1.8619739E-01   1.8619739E-01  
39  37   1.9802938E-01   1.9802938E-01  
39  38   1.8590361E-01   1.8590361E-01  
39  39   1.8590361E-01   1.8590361E-01  
39  40   1.8590361E-01   1.8590361E-01  
40  1   1.8619739E-01   1.8619739E-01  
40  2   1.8619739E-01   1.8619739E-01  
40  3   1.8590361E-01   1.8590361E-01  
40  4   1.8590361E-01   1.8590361E-01  
40  5   1.8590361E-01   1.8590361E-01  
40  6   1.8590361E-01   1.8590361E-01  
40  7   1.8590361E-01   1.8590361E-01  
40  8   1.8590361E-01   1.8590361E-01  
40  9   1.8590361E-01   1.8590361E-01  
40  10   1.8619739E-01   1.8619739E-01  
40  11   1.8590361E-01   1.8590361E-01  
40  12   1.8590361E-01   1.8590361E-01  
40  13   1.8590361E-01   1.8590361E-01  
40  14   1.8590361E-01   1.8590361E-01  
40  15   1.8590361E-01   1.8590361E-01  
40  16   1.8590361E-01   1.8590361E-01  
40  17   1.8590361E-01   1.8590361E-01  
40  18   1.8590361E-01   1.8590361E-01  
40  19   1.8619739E-01   1.8619739E-01  
40  20   1.8590361E-01   1.8590361E-01  
40  21   1.8590361E-01   1.8590361E-01  
40  22   1.8590361E-01   1.8590361E-01  
40  23   1.8590361E-01   1.8590361E-01  
40  24   1.8619739E-01   1.8619739E-01  
40  25   1.8590361E-01   1.8590361E-01  
40  26   1.8590361E-01   1.8590361E-01  
40  27   1.8590361E-01   1.8590361E-01  
40  28   1.8619739E-01   1.8619739E-01  
40  29   1.8590361E-01   1.8590361E-01  
40  30   1.8590361E-01   1.8590361E-01  
40  31   1.8590361E-01   1.8590361E-01  
40  32   1.8590361E-01   1.8590361E-01  
40  33   1.8590361E-01   1.8590361E-01  
40  34   1.8590361E-01   1.8590361E-01  
40  35   1.8590361E-01   1.8590361E-01  
40  36   1.8619739E-01   1.8619739E-01  
40  37   1.9802938E-01   1.9802938E-01  
40  38   1.8590361E-01   1.8590361E-01  
40  39   1.8590361E-01   1.8590361E-01  
40  40   1.8590361E-01   1.8590361E-01  
41  1   1.8619739E-01   1.8619739E-01  
41  2   1.8590361E-01   1.8590361E-01  
41  3   1.8590361E-01   1.8590361E-01  
41  4   1.8590361E-01   1.8590361E-01  
41  5   1.8590361E-01   1.8590361E-01  
41  6   1.8590361E-01   1.8590361E-01  
41  7   1.9802938E-01   1.9802938E-01  
41  8   1.8590361E-01   1.8590361E-01  
41  9   1.8590361E-01   1.8590361E-01  
41  10   1.8619739E-01   1.8619739E-01  
41  11   1.8590361E-01   1.8590361E-01  
41  12   1.8590361E-01   1.8590361E-01  
41  13   1.8590361E-01   1.8590361E-01  
41  14   1.8590361E-01   1.8590361E-01  
41  15   1.8590361E-01   1.8590361E-01  
41  16   1.8590361E-01   1.8590361E-01  
41  17   1.8590361E-01   1.8590361E-01  
41  18   1.8590361E-01   1.8590361E-01  
41  19   1.8619739E-01   1.8619739E-01  
41  20   1.8590361E-01   1.8590361E-01  
41  21   1.8590361E-01   1.8590361E-01  
41  22   1.8590361E-01   1.8590361E-01  
41  23   1.8590361E-01   1.8590361E-01  
41  24   1.8619739E-01   1.8619739E-01  
41  25   1.8590361E-01   1.8590361E-01  
41  26   1.8590361E-01   1.8590361E-01  
41  27   1.8590361E-01   1.8590361E-01  
41  28   1.8619739E-01   1.8619739E-01  
41  29   1.8590361E-01   1.8590361E-01  
41  30   1.8590361E-01   1.8590361E-01  
41  31   1.8590361E-01   1.8590361E-01  
41  32   1.8590361E-01   1.8590361E-01  
41  33   1.8590361E-01   1.8590361E-01  
41  34   1.8590361E-01   1.8590361E-01  
41  35   1.8590361E-01   1.8590361E-01  
41  36   1.8590361E-01   1.8590361E-01  
41  37   1.9802938E-01   1.9802938E-01  
41  38   1.8590361E-01   1.8590361E-01  
41  39   1.8590361E-01   1.8590361E-01  
41  40   1.8590361E-01   1.8590361E-01  
42  1   1.8590361E-01   1.8590361E-01  
42  2   1.8590361E-01   1.8590361E-01  
42  3   1.8590361E-01   1.8590361E-01  
42  4   1.8590361E-01   1.8590361E-01  
42  5   1.8590361E-01   1.8590361E-01  
42  6   1.8590361E-01   1.8590361E-01  
42  7   1.8590361E-01   1.8590361E-01  
42  8   1.8590361E-01   1.8590361E-01  
42  9   1.8590361E-01   1.8590361E-01  
42  10   1.8619739E-01   1.8619739E-01  
42  11   1.8590361E-01   1.8590361E-01  
42  12   1.8590361E-01   1.8590361E-01  
42  13   1.8590361E-01   1.8590361E-01  
42  14   1.8590361E-01   1.8590361E-01  
42  15   1.8590361E-01   1.8590361E-01  
42  16   1.8590361E-01   1.8590361E-01  
42  17   1.8590361E-01   1.8590361E-01  
42  18   1.8590361E-01   1.8590361E-01  
42  19   1.8590361E-01   1.8590361E-01  
42  20   1.8590361E-01   1.8590361E-01  
42  21   1.8590361E-01   1.8590361E-01  
42  22   1.8590361E-01   1.8590361E-01  
42  23   1.8590361E-01   1.8590361E-01  
42  24   1.8619739E-01   1.8619739E-01  
42  25   1.8590361E-01   1.8590361E-01  
42  26   1.8590361E-01   1.8590361E-01  
42  27   1.8590361E-01   1.8590361E-01  
42  28   1.8619739E-01   1.8619739E-01  
42  29   1.8590361E-01   1.8590361E-01  
42  30   1.8590361E-01   1.8590361E-01  
42  31   1.8590361E-01   1.8590361E-01  
42  32   1.8590361E-01   1.8590361E-01  
42  33   1.8590361E-01   1.8590361E-01  
42  34   1.8590361E-01   1.8590361E-01  
42  35   1.8590361E-01   1.8590361E-01  
42  36   1.8590361E-01   1.8590361E-01  
42  37   1.8590361E-01   1.8590361E-01  
42  38   1.8590361E-01   1.8590361E-01  
42  39   1.8590361E-01   1.8590361E-01  
42  40   1.8590361E-01   1.8590361E-01  
43  1   1.8590361E-01   1.8590361E-01  
43  2   1.8590361E-01   1.8590361E-01  
43  3   1.8590361E-01   1.8590361E-01  
43  4   1.8590361E-01   1.8590361E-01  
43  5   1.8590361E-01   1.8590361E-01  
43  6   1.8590361E-01   1.8590361E-01  
43  7   1.8590361E-01   1.8590361E-01  
43  8   1.8590361E-01   1.8590361E-01  
43  9   1.8590361E-01   1.8590361E-01  
43  10   1.8619739E-01   1.8619739E-01  
43  11   1.8590361E-01   1.8590361E-01  
43  12   1.8590361E-01   1.8590361E-01  
43  13   1.8590361E-01   1.8590361E-01  
43  14   1.8590361E-01   1.8590361E-01  
43  15   1.8590361E-01   1.8590361E-01  
43  16   1.8590361E-01   1.8590361E-01  
43  17   1.8590361E-01   1.8590361E-01  
43  18   1.8590361E-01   1.8590361E-01  
43  19   1.8590361E-01   1.8590361E-01  
43  20   1.8590361E-01   1.8590361E-01  
43  21   1.8590361E-01   1.8590361E-01  
43  22   1.8590361E-01   1.8590361E-01  
43  23   1.8590361E-01   1.8590361E-01  
43  24   1.8619739E-01   1.8619739E-01  
43  25   1.8590361E-01   1.8590361E-01  
43  26   1.8590361E-01   1.8590361E-01  
43  27   1.8590361E-01   1.8590361E-01  
43  28   1.8590361E-01   1.8590361E-01  
43  29   1.8590361E-01   1.8590361E-01  
43  30   1.8590361E-01   1.8590361E-01  
43  31   1.8590361E-01   1.8590361E-01  
43  32   1.8590361E-01   1.8590361E-01  
43  33   1.8590361E-01   1.8590361E-01  
43  34   1.8590361E-01   1.8590361E-01  
43  35   1.8590361E-01   1.8590361E-01  
43  36   1.8590361E-01   1.8590361E-01  
43  37   1.8590361E-01   1.8590361E-01  
43  38   1.8590361E-01   1.8590361E-01  
43  39   1.8590361E-01   1.8590361E-01  
43  40   1.8619739E-01   1.8619739E-01  
3  1   1.0000000E+10   1.0000000E+10  
3  2   1.0000000E+10   1.0000000E+10  
3  3   1.0000000E+10   1.0000000E+10  
3  4   1.0000000E+10   1.0000000E+10  
3  5   1.0000000E+10   1.0000000E+10  
3  6   1.0000000E+10   1.0000000E+10  
3  7   1.0000000E+10   1.0000000E+10  
3  8   1.0000000E+10   1.0000000E+10  
3  9   1.0000000E+10   1.0000000E+10  
3  10   1.0000000E+10   1.0000000E+10  
3  11   1.0000000E+10   1.0000000E+10  
3  12   1.0000000E+10   1.0000000E+10  
3  13   1.0000000E+10   1.0000000E+10  
3  14   2.5356256E-01   2.5356256E-01  
3  15   1.0000000E+10   1.0000000E+10  
3  16   1.0000000E+10   1.0000000E+10  
3  17   1.0000000E+10   1.0000000E+10  
3  18   1.0000000E+10   1.0000000E+10  
3  19   1.0000000E+10   1.0000000E+10  
3  20   1.0000000E+10   1.0000000E+10  
3  21   1.0000000E+10   1.0000000E+10  
3  22   1.3258162E-01   1.3258162E-01  
3  23   1.0000000E+10   1.0000000E+10  
3  24   1.0000000E+10   1.0000000E+10  
3  25   1.0000000E+10   1.0000000E+10  
3  26   1.0000000E+10   1.0000000E+10  
3  27   1.0000000E+10   1.0000000E+10  
3  28   1.0000000E+10   1.0000000E+10  
3  29   1.0000000E+10   1.0000000E+10  
3  30   1.0000000E+10   1.0000000E+10  
3  31   1.0000000E+10   1.0000000E+10  
3  32   1.0000000E+10   1.0000000E+10  
3  33   1.0000000E+10   1.0000000E+10  
3  34   1.3912327E-01   1.3912327E-01  
3  35   1.0000000E+10   1.0000000E+10  
3  36   1.0000000E+10   1.0000000E+10  
3  37   1.0000000E+10   1.0000000E+10  
3  38   1.3917522E-01   1.3917522E-01  
3  39   1.0000000E+10   1.0000000E+10  
3  40   1.0000000E+10   1.0000000E+10  
44  1   1.8590361E-01   1.8590361E-01  
44  2   1.8590361E-01   1.8590361E-01  
44  3   1.8590361E-01   1.8590361E-01  
44  4   1.8590361E-01   1.8590361E-01  
44  5   1.8590361E-01   1.8590361E-01  
44  6   1.8590361E-01   1.8590361E-01  
44  7   1.8590361E-01   1.8590361E-01  
44  8   1.8590361E-01   1.8590361E-01  
44  9   1.8590361E-01   1.8590361E-01  
44  10   1.8619739E-01   1.8619739E-01  
44  11   1.8590361E-01   1.8590361E-01  
44  12   1.8590361E-01   1.8590361E-01  
44  13   1.8590361E-01   1.8590361E-01  
44  14   1.8590361E-01   1.8590361E-01  
44  15   1.8590361E-01   1.8590361E-01  
44  16   1.8590361E-01   1.8590361E-01  
44  17   1.8590361E-01   1.8590361E-01  
44  18   1.8590361E-01   1.8590361E-01  
44  19   1.8590361E-01   1.8590361E-01  
44  20   1.8590361E-01   1.8590361E-01  
44  21   1.8590361E-01   1.8590361E-01  
44  22   1.8590361E-01   1.8590361E-01  
44  23   1.8590361E-01   1.8590361E-01  
44  24   1.8619739E-01   1.8619739E-01  
44  25   1.8590361E-01   1.8590361E-01  
44  26   1.8590361E-01   1.8590361E-01  
44  27   1.8590361E-01   1.8590361E-01  
44  28   1.8590361E-01   1.8590361E-01  
44  29   1.8590361E-01   1.8590361E-01  
44  30   1.8590361E-01   1.8590361E-01  
44  31   1.8590361E-01   1.8590361E-01  
44  32   1.8590361E-01   1.8590361E-01  
44  33   1.8590361E-01   1.8590361E-01  
44  34   1.8590361E-01   1.8590361E-01  
44  35   1.8590361E-01   1.8590361E-01  
44  36   1.8590361E-01   1.8590361E-01  
44  37   1.8590361E-01   1.8590361E-01  
44  38   1.8590361E-01   1.8590361E-01  
44  39   1.8590361E-01   1.8590361E-01  
44  40   1.8619739E-01   1.8619739E-01  
7  1   1.6646470E-01   1.6646470E-01  
7  2   2.4553951E-01   2.4553951E-01  
7  3   2.4936347E-01   2.4936347E-01  
7  4   1.0000000E+10   1.0000000E+10  
7  5   1.6033542E-01   1.6033542E-01  
7  6   1.0000000E+10   1.0000000E+10  
7  7   1.0000000E+10   1.0000000E+10  
7  8   1.0000000E+10   1.0000000E+10  
7  9   1.0000000E+10   1.0000000E+10  
7  10   1.0000000E+10   1.0000000E+10  
7  11   2.4959946E-01   2.4959946E-01  
7  12   1.0000000E+10   1.0000000E+10  
7  13   1.4000853E-01   1.4000853E-01  
7  14   1.0000000E+10   1.0000000E+10  
7  15   1.0000000E+10   1.0000000E+10  
7  16   1.6725297E-01   1.6725297E-01  
7  17   2.8521352E-01   2.8521352E-01  
7  18   1.0000000E+10   1.0000000E+10  
7  19   1.0000000E+10   1.0000000E+10  
7  20   1.0000000E+10   1.0000000E+10  
7  21   1.0000000E+10   1.0000000E+10  
7  22   1.5830107E-01   1.5830107E-01  
7  23   1.0000000E+10   1.0000000E+10  
7  24   1.0000000E+10   1.0000000E+10  
7  25   1.0000000E+10   1.0000000E+10  
7  26   1.4759769E-01   1.4759769E-01  
7  27   1.0000000E+10   1.0000000E+10  
7  28   1.6572802E-01   1.6572802E-01  
7  29   2.0555052E-01   2.0555052E-01  
7  30   1.6927865E-01   1.6927865E-01  
7  31   1.0000000E+10   1.0000000E+10  
7  32   1.0000000E+10   1.0000000E+10  
7  33   2.4693142E-01   2.4693142E-01  
7  34   1.0000000E+10   1.0000000E+10  
7  35   1.5578401E-01   1.5578401E-01  
7  36   1.5338339E-01   1.5338339E-01  
7  37   1.0000000E+10   1.0000000E+10  
7  38   2.5445824E-01   2.5445824E-01  
7  39   1.5701479E-01   1.5701479E-01  
7  40   1.0000000E+10   1.0000000E+10  
45  1   1.8590361E-01   1.8590361E-01  
45  2   1.8590361E-01   1.8590361E-01  
45  3   1.8590361E-01   1.8590361E-01  
45  4   1.8619739E-01   1.8619739E-01  
45  5   1.8619739E-01   1.8619739E-01  
45  6   1.8590361E-01   1.8590361E-01  
45  7   1.8590361E-01   1.8590361E-01  
45  8   1.8590361E-01   1.8590361E-01  
45  9   1.8590361E-01   1.8590361E-01  
45  10   1.8619739E-01   1.8619739E-01  
45  11   1.8590361E-01   1.8590361E-01  
45  12   1.8590361E-01   1.8590361E-01  
45  13   1.8590361E-01   1.8590361E-01  
45  14   1.8590361E-01   1.8590361E-01  
45  15   1.8590361E-01   1.8590361E-01  
45  16   1.8590361E-01   1.8590361E-01  
45  17   1.8590361E-01   1.8590361E-01  
45  18   1.8590361E-01   1.8590361E-01  
45  19   1.8590361E-01   1.8590361E-01  
45  20   1.8590361E-01   1.8590361E-01  
45  21   1.8590361E-01   1.8590361E-01  
45  22   1.8619739E-01   1.8619739E-01  
45  23   1.8590361E-01   1.8590361E-01  
45  24   1.8619739E-01   1.8619739E-01  
45  25   1.8590361E-01   1.8590361E-01  
45  26   1.8590361E-01   1.8590361E-01  
45  27   1.8590361E-01   1.8590361E-01  
45  28   1.8590361E-01   1.8590361E-01  
45  29   1.8590361E-01   1.8590361E-01  
45  30   1.8590361E-01   1.8590361E-01  
45  31   1.8590361E-01   1.8590361E-01  
45  32   1.8590361E-01   1.8590361E-01  
45  33   1.8590361E-01   1.8590361E-01  
45  34   1.8590361E-01   1.8590361E-01  
45  35   1.8590361E-01   1.8590361E-01  
45  36   1.8590361E-01   1.8590361E-01  
45  37   1.8590361E-01   1.8590361E-01  
45  38   1.8590361E-01   1.8590361E-01  
45  39   1.8590361E-01   1.8590361E-01  
45  40   1.8619739E-01   1.8619739E-01  
46  1   1.8590361E-01   1.8590361E-01  
46  2   1.8590361E-01   1.8590361E-01  
46  3   1.8590361E-01   1.8590361E-01  
46  4   1.8590361E-01   1.8590361E-01  
46  5   1.8590361E-01   1.8590361E-01  
46  6   1.8590361E-01   1.8590361E-01  
46  7   1.8590361E-01   1.8590361E-01  
46  8   1.8590361E-01   1.8590361E-01  
46  9   1.8590361E-01   1.8590361E-01  
46  10   1.8619739E-01   1.8619739E-01  
46  11   1.8590361E-01   1.8590361E-01  
46  12   1.8590361E-01   1.8590361E-01  
46  13   1.8645341E-01   1.8645341E-01  
46  14   1.8590361E-01   1.8590361E-01  
46  15   1.8590361E-01   1.8590361E-01  
46  16   1.8590361E-01   1.8590361E-01  
46  17   1.8590361E-01   1.8590361E-01  
46  18   1.8590361E-01   1.8590361E-01  
46  19   1.8590361E-01   1.8590361E-01  
46  20   1.8590361E-01   1.8590361E-01  
46  21   1.8640755E-01   1.8640755E-01  
46  22   1.8619739E-01   1.8619739E-01  
46  23   1.8590361E-01   1.8590361E-01  
46  24   1.8619739E-01   1.8619739E-01  
46  25   1.8590361E-01   1.8590361E-01  
46  26   1.8590361E-01   1.8590361E-01  
46  27   1.8590361E-01   1.8590361E-01  
46  28   1.8590361E-01   1.8590361E-01  
46  29   1.8590361E-01   1.8590361E-01  
46  30   1.8590361E-01   1.8590361E-01  
46  31   1.8590361E-01   1.8590361E-01  
46  32   1.8590361E-01   1.8590361E-01  
46  33   1.8590361E-01   1.8590361E-01  
46  34   1.8590361E-01   1.8590361E-01  
46  35   1.8590361E-01   1.8590361E-01  
46  36   1.8590361E-01   1.8590361E-01  
46  37   1.9802938E-01   1.9802938E-01  
46  38   1.8590361E-01   1.8590361E-01  
46  39   1.8590361E-01   1.8590361E-01  
46  40   1.8590361E-01   1.8590361E-01  
47  1   1.8619739E-01   1.8619739E-01  
47  2   1.8590361E-01   1.8590361E-01  
47  3   1.8590361E-01   1.8590361E-01  
47  4   1.8590361E-01   1.8590361E-01  
47  5   1.8590361E-01   1.8590361E-01  
47  6   1.8590361E-01   1.8590361E-01  
47  7   1.8590361E-01   1.8590361E-01  
47  8   1.8590361E-01   1.8590361E-01  
47  9   1.8590361E-01   1.8590361E-01  
47  10   1.8619739E-01   1.8619739E-01  
47  11   1.8590361E-01   1.8590361E-01  
47  12   1.8590361E-01   1.8590361E-01  
47  13   1.8645341E-01   1.8645341E-01  
47  14   1.8590361E-01   1.8590361E-01  
47  15   1.8590361E-01   1.8590361E-01  
47  16   1.8590361E-01   1.8590361E-01  
47  17   1.8590361E-01   1.8590361E-01  
47  18   1.8590361E-01   1.8590361E-01  
47  19   1.8590361E-01   1.8590361E-01  
47  20   1.8590361E-01   1.8590361E-01  
47  21   1.8590361E-01   1.8590361E-01  
47  22   1.8619739E-01   1.8619739E-01  
47  23   1.8590361E-01   1.8590361E-01  
47  24   1.8619739E-01   1.8619739E-01  
47  25   1.8590361E-01   1.8590361E-01  
47  26   1.8590361E-01   1.8590361E-01  
47  27   1.8590361E-01   1.8590361E-01  
47  28   1.8590361E-01   1.8590361E-01  
47  29   1.8590361E-01   1.8590361E-01  
47  30   1.8590361E-01   1.8590361E-01  
47  31   1.8590361E-01   1.8590361E-01  
47  32   1.8590361E-01   1.8590361E-01  
47  33   1.8590361E-01   1.8590361E-01  
47  34   1.8590361E-01   1.8590361E-01  
47  35   1.8590361E-01   1.8590361E-01  
47  36   1.8590361E-01   1.8590361E-01  
47  37   1.8590361E-01   1.8590361E-01  
47  38   1.8619739E-01   1.8619739E-01  
47  39   1.8590361E-01   1.8590361E-01  
47  40   1.8590361E-01   1.8590361E-01  
48  1   1.8619739E-01   1.8619739E-01  
48  2   1.8590361E-01   1.8590361E-01  
48  3   1.8590361E-01   1.8590361E-01  
48  4   1.8590361E-01   1.8590361E-01  
48  5   1.8590361E-01   1.8590361E-01  
48  6   1.8590361E-01   1.8590361E-01  
48  7   1.8590361E-01   1.8590361E-01  
48  8   1.8590361E-01   1.8590361E-01  
48  9   1.8590361E-01   1.8590361E-01  
48  10   1.8619739E-01   1.8619739E-01  
48  11   1.8590361E-01   1.8590361E-01  
48  12   1.8590361E-01   1.8590361E-01  
48  13   1.8590361E-01   1.8590361E-01  
48  14   1.8590361E-01   1.8590361E-01  
48  15   1.8590361E-01   1.8590361E-01  
48  16   1.8590361E-01   1.8590361E-01  
48  17   1.8590361E-01   1.8590361E-01  
48  18   1.8590361E-01   1.8590361E-01  
48  19   1.8590361E-01   1.8590361E-01  
48  20   1.8590361E-01   1.8590361E-01  
48  21   1.8590361E-01   1.8590361E-01  
48  22   1.8619739E-01   1.8619739E-01  
48  23   1.8590361E-01   1.8590361E-01  
48  24   1.8619739E-01   1.8619739E-01  
48  25   1.8590361E-01   1.8590361E-01  
48  26   1.8590361E-01   1.8590361E-01  
48  27   1.8590361E-01   1.8590361E-01  
48  28   1.8590361E-01   1.8590361E-01  
48  29   1.8590361E-01   1.8590361E-01  
48  30   1.8590361E-01   1.8590361E-01  
48  31   1.8590361E-01   1.8590361E-01  
48  32   1.8590361E-01   1.8590361E-01  
48  33   1.8590361E-01   1.8590361E-01  
48  34   1.8590361E-01   1.8590361E-01  
48  35   1.8590361E-01   1.8590361E-01  
48  36   1.8590361E-01   1.8590361E-01  
48  37   1.8590361E-01   1.8590361E-01  
48  38   1.8590361E-01   1.8590361E-01  
48  39   1.8590361E-01   1.8590361E-01  
48  40   1.8590361E-01   1.8590361E-01  
49  1   1.8619739E-01   1.8619739E-01  
49  2   1.8590361E-01   1.8590361E-01  
49  3   1.8590361E-01   1.8590361E-01  
49  4   1.8590361E-01   1.8590361E-01  
49  5   1.8590361E-01   1.8590361E-01  
49  6   1.8590361E-01   1.8590361E-01  
49  7   1.8590361E-01   1.8590361E-01  
49  8   1.8590361E-01   1.8590361E-01  
49  9   1.8590361E-01   1.8590361E-01  
49  10   1.8590361E-01   1.8590361E-01  
49  11   1.8590361E-01   1.8590361E-01  
49  12   1.8590361E-01   1.8590361E-01  
49  13   1.8590361E-01   1.8590361E-01  
49  14   1.8590361E-01   1.8590361E-01  
49  15   1.8590361E-01   1.8590361E-01  
49  16   1.8590361E-01   1.8590361E-01  
49  17   1.8590361E-01   1.8590361E-01  
49  18   1.8590361E-01   1.8590361E-01  
49  19   1.8590361E-01   1.8590361E-01  
49  20   1.8590361E-01   1.8590361E-01  
49  21   1.8590361E-01   1.8590361E-01  
49  22   1.8590361E-01   1.8590361E-01  
49  23   1.8590361E-01   1.8590361E-01  
49  24   2.5197156E-01   2.5197156E-01  
49  25   1.8590361E-01   1.8590361E-01  
49  26   1.8590361E-01   1.8590361E-01  
49  27   1.8590361E-01   1.8590361E-01  
49  28   1.8590361E-01   1.8590361E-01  
